guest_id,first_name,last_name,email,country,age_group,primary_brand,total_bookings,loyalty_tier,_fivetran_synced
G0009414,Brett,Butler,michael38@example.com,USA,45-54,Norwegian,4,None,2026-04-05T21:18:50.393515
G0005204,Nicole,Blake,shermanmichael@example.org,Other,25-34,Norwegian,2,Ambassador,2026-04-05T21:18:50.394664
G0005029,David,Rojas,nglover@example.org,USA,55-64,Norwegian,1,Gold,2026-04-05T21:18:50.395790
G0010465,Eddie,Reid,eburns@example.org,USA,25-34,Regent,3,None,2026-04-05T21:18:50.396921
G0001436,Holly,Campbell,clowe@example.com,USA,45-54,Norwegian,2,None,2026-04-05T21:18:50.398049
G0016178,Samantha,Greer,emily97@example.com,UK,35-44,Oceania,1,None,2026-04-05T21:18:50.399170
G0004087,Matthew,Phillips,bgreen@example.com,USA,55-64,Oceania,5,Ambassador,2026-04-05T21:18:50.400312
G0003698,Justin,Roberts,ocline@example.com,USA,65+,Norwegian,3,Gold,2026-04-05T21:18:50.401451
G0018595,Eric,Hartman,jose16@example.org,USA,45-54,Norwegian,2,Platinum,2026-04-05T21:18:50.402578
G0016866,Sarah,Dudley,mgreene@example.net,USA,45-54,Norwegian,3,None,2026-04-05T21:18:50.403707
G0010823,Kathy,Palmer,xgardner@example.org,USA,55-64,Norwegian,1,Gold,2026-04-05T21:18:50.404838
G0010368,Cindy,Stone,hendrixalan@example.com,Germany,65+,Regent,5,Ambassador,2026-04-05T21:18:50.405999
G0017714,Anthony,Richards,pross@example.org,USA,55-64,Norwegian,2,Latitudes,2026-04-05T21:18:50.407139
G0016004,Vincent,Taylor,pattondebbie@example.net,France,25-34,Norwegian,2,Latitudes,2026-04-05T21:18:50.408293
G0016989,Nancy,Williams,dphillips@example.com,Other,55-64,Norwegian,3,Platinum,2026-04-05T21:18:50.409429
G0013080,Vanessa,Francis,nwood@example.com,Australia,55-64,Norwegian,2,Latitudes,2026-04-05T21:18:50.410571
G0010297,Calvin,Gray,iford@example.net,USA,35-44,Oceania,2,None,2026-04-05T21:18:50.411700
G0013613,Cassandra,House,stepheneverett@example.com,France,45-54,Norwegian,3,None,2026-04-05T21:18:50.412850
G0009906,Mitchell,Hall,obailey@example.net,USA,55-64,Norwegian,2,Platinum,2026-04-05T21:18:50.413978
G0015992,Kathleen,Ochoa,robertfleming@example.org,USA,55-64,Norwegian,2,None,2026-04-05T21:18:50.415137
G0015656,Sarah,Mathis,ypatton@example.org,USA,25-34,Norwegian,2,Gold,2026-04-05T21:18:50.416267
G0000970,Amy,Burke,josephreed@example.com,USA,25-34,Norwegian,3,None,2026-04-05T21:18:50.417425
G0016502,Karen,White,sbrown@example.net,Canada,65+,Norwegian,3,Latitudes,2026-04-05T21:18:50.418559
G0012193,Tanya,Johnson,robertbrown@example.org,Canada,35-44,Norwegian,2,Platinum,2026-04-05T21:18:50.419705
G0004489,Mark,Hughes,christianpearson@example.com,Australia,35-44,Regent,4,Gold,2026-04-05T21:18:50.420867
G0001562,Shane,Lee,xfowler@example.com,Other,55-64,Oceania,3,None,2026-04-05T21:18:50.422001
G0012601,Lisa,Woods,vincentreyes@example.com,Canada,45-54,Norwegian,4,Latitudes,2026-04-05T21:18:50.423162
G0000710,Bianca,Cowan,michael43@example.com,Canada,35-44,Norwegian,2,Latitudes,2026-04-05T21:18:50.424280
G0011806,Paul,Jimenez,andrewpeters@example.net,UK,35-44,Norwegian,3,Gold,2026-04-05T21:18:50.425443
G0004200,Ronald,Conley,jbrooks@example.org,USA,35-44,Oceania,2,None,2026-04-05T21:18:50.426623
G0012162,Samuel,Bryant,james43@example.org,Other,65+,Norwegian,2,None,2026-04-05T21:18:50.427755
G0010875,Jenna,Bishop,johncalhoun@example.net,USA,55-64,Norwegian,1,Latitudes,2026-04-05T21:18:50.428917
G0006854,Joseph,Medina,bruce14@example.org,Australia,45-54,Norwegian,2,None,2026-04-05T21:18:50.430050
G0010152,Danielle,Moore,edavis@example.com,USA,55-64,Norwegian,4,None,2026-04-05T21:18:50.431177
G0006669,Andrew,Montes,robert44@example.net,USA,65+,Norwegian,2,Platinum,2026-04-05T21:18:50.432297
G0004878,Evan,Ewing,jjones@example.org,USA,65+,Norwegian,2,Latitudes,2026-04-05T21:18:50.433423
G0012901,Mary,Jenkins,maciasevelyn@example.net,USA,65+,Norwegian,1,None,2026-04-05T21:18:50.434581
G0018170,Jamie,Cameron,brownseth@example.net,USA,45-54,Norwegian,5,None,2026-04-05T21:18:50.435728
G0019930,Crystal,Powell,antonio62@example.org,USA,45-54,Norwegian,2,Latitudes,2026-04-05T21:18:50.436848
G0006257,James,Mcdonald,nicholsjohn@example.net,USA,35-44,Norwegian,2,Latitudes,2026-04-05T21:18:50.438001
G0006781,Douglas,Jones,russellpatrick@example.com,USA,65+,Norwegian,2,Latitudes,2026-04-05T21:18:50.439151
G0003789,Jane,Warren,isaiah75@example.com,USA,45-54,Norwegian,1,Latitudes,2026-04-05T21:18:50.440265
G0009913,Carla,Santos,campbellnicholas@example.net,France,65+,Norwegian,1,None,2026-04-05T21:18:50.441420
G0000297,Alejandro,Ball,michaelcox@example.org,USA,65+,Norwegian,1,Gold,2026-04-05T21:18:50.442571
G0000264,Eric,Patrick,jasongriffin@example.net,USA,35-44,Oceania,3,Gold,2026-04-05T21:18:50.443727
G0015294,Anna,Mathis,matthewblanchard@example.org,USA,65+,Norwegian,6,None,2026-04-05T21:18:50.444895
G0008717,John,Lozano,williamsbrenda@example.org,USA,35-44,Norwegian,2,Platinum,2026-04-05T21:18:50.446053
G0017742,George,Harris,dianabenitez@example.com,USA,55-64,Regent,1,None,2026-04-05T21:18:50.447209
G0015402,Emily,Crosby,manderson@example.org,USA,65+,Norwegian,2,Latitudes,2026-04-05T21:18:50.448345
G0018145,Charlene,Mullins,robinmiller@example.net,USA,55-64,Norwegian,2,None,2026-04-05T21:18:50.449503
G0009319,Michael,Jackson,jasminemiddleton@example.com,UK,65+,Norwegian,1,Gold,2026-04-05T21:18:50.450666
G0013693,Anna,Moses,christinarobinson@example.org,Other,65+,Norwegian,6,None,2026-04-05T21:18:50.451793
G0004234,Gregory,Miller,ebrowning@example.com,USA,55-64,Regent,4,Platinum,2026-04-05T21:18:50.452908
G0008329,Steven,Koch,benjamin87@example.org,USA,45-54,Norwegian,3,Ambassador,2026-04-05T21:18:50.454041
G0008246,Ryan,Suarez,georgerodriguez@example.org,USA,55-64,Oceania,3,None,2026-04-05T21:18:50.455164
G0004175,Alexandra,Valdez,hsnyder@example.net,USA,35-44,Oceania,1,Platinum,2026-04-05T21:18:50.456309
G0004974,Curtis,Frye,kelseyrodriguez@example.com,Germany,35-44,Norwegian,3,None,2026-04-05T21:18:50.457480
G0001960,Joseph,Harris,bennettamanda@example.net,USA,35-44,Norwegian,3,None,2026-04-05T21:18:50.458645
G0001792,Norma,Dunn,williamgraham@example.net,Other,55-64,Norwegian,3,Latitudes,2026-04-05T21:18:50.459780
G0007939,Samuel,Torres,dawsonjoe@example.net,France,65+,Oceania,5,None,2026-04-05T21:18:50.460939
G0018206,Larry,James,albert29@example.net,France,35-44,Norwegian,5,Platinum,2026-04-05T21:18:50.462072
G0012897,Susan,Edwards,walkerjulie@example.org,Australia,25-34,Norwegian,2,None,2026-04-05T21:18:50.463225
G0013945,Juan,Mckinney,vanessa11@example.net,USA,35-44,Norwegian,1,None,2026-04-05T21:18:50.464359
G0005350,Stephanie,Bennett,juliaevans@example.org,Germany,65+,Norwegian,2,Gold,2026-04-05T21:18:50.465534
G0016052,Kevin,Charles,greg42@example.net,UK,65+,Norwegian,1,None,2026-04-05T21:18:50.466668
G0010429,Linda,Hill,maria54@example.net,USA,35-44,Oceania,1,Ambassador,2026-04-05T21:18:50.467802
G0001224,Jillian,Norris,paulpatton@example.net,USA,55-64,Norwegian,3,None,2026-04-05T21:18:50.468977
G0015596,Alexander,Blackwell,jefferycox@example.com,Canada,45-54,Norwegian,3,None,2026-04-05T21:18:50.470143
G0009843,Dana,Herman,ryan65@example.org,Germany,25-34,Norwegian,2,None,2026-04-05T21:18:50.471279
G0012718,Derek,Spears,elizabethhughes@example.net,UK,25-34,Norwegian,4,Gold,2026-04-05T21:18:50.472454
G0018918,Linda,Jones,zavalakyle@example.org,Germany,55-64,Norwegian,1,Gold,2026-04-05T21:18:50.473615
G0018176,Michelle,Smith,tkane@example.org,USA,45-54,Norwegian,4,None,2026-04-05T21:18:50.474775
G0000765,Jeff,Anderson,nicholaslove@example.org,Other,65+,Norwegian,2,Latitudes,2026-04-05T21:18:50.475943
G0006072,Carla,Holmes,lori17@example.net,UK,45-54,Norwegian,6,Latitudes,2026-04-05T21:18:50.477084
G0012055,Justin,Shaw,moralesmichael@example.org,UK,45-54,Norwegian,1,Gold,2026-04-05T21:18:50.478243
G0001193,Kathleen,Bailey,dunlapkenneth@example.net,UK,45-54,Oceania,2,Gold,2026-04-05T21:18:50.479412
G0009204,Jenny,Heath,elizabethsloan@example.org,USA,55-64,Norwegian,4,Ambassador,2026-04-05T21:18:50.480595
G0016803,Daniel,Contreras,lvasquez@example.org,UK,55-64,Norwegian,6,None,2026-04-05T21:18:50.481744
G0007456,Jessica,Snyder,rosssteven@example.org,USA,45-54,Norwegian,4,Platinum,2026-04-05T21:18:50.482922
G0014297,Kevin,Pugh,elizabeth34@example.com,USA,45-54,Norwegian,1,Latitudes,2026-04-05T21:18:50.484067
G0004039,Steven,Baker,phillipday@example.com,USA,45-54,Regent,1,Ambassador,2026-04-05T21:18:50.485227
G0009832,Michelle,Shepherd,dylan83@example.org,USA,35-44,Norwegian,4,None,2026-04-05T21:18:50.486360
G0015536,Marvin,Jordan,richard28@example.org,Germany,25-34,Norwegian,2,None,2026-04-05T21:18:50.487506
G0005591,Jon,Long,nicholassmith@example.org,USA,65+,Norwegian,2,None,2026-04-05T21:18:50.488669
G0015230,Daniel,Haas,alicia31@example.net,USA,45-54,Norwegian,3,None,2026-04-05T21:18:50.489804
G0015974,Ann,Mitchell,dawncollins@example.org,USA,35-44,Norwegian,2,None,2026-04-05T21:18:50.490973
G0011717,Vernon,Snyder,vargaskeith@example.net,USA,55-64,Norwegian,5,None,2026-04-05T21:18:50.492146
G0017192,James,Stephens,cristina01@example.net,USA,35-44,Norwegian,2,None,2026-04-05T21:18:50.493279
G0008553,Jorge,Norman,collinstiffany@example.com,USA,45-54,Norwegian,4,Platinum,2026-04-05T21:18:50.494451
G0008492,Tyler,Gonzalez,psilva@example.org,Australia,25-34,Norwegian,6,Latitudes,2026-04-05T21:18:50.495601
G0014100,Manuel,Bryant,fdalton@example.com,Canada,25-34,Norwegian,5,None,2026-04-05T21:18:50.496740
G0006602,Sergio,Everett,frankpace@example.org,USA,45-54,Regent,4,Latitudes,2026-04-05T21:18:50.497907
G0002235,Linda,Edwards,david48@example.org,Australia,65+,Norwegian,2,None,2026-04-05T21:18:50.499052
G0010151,Cathy,Rios,xcox@example.com,USA,45-54,Oceania,1,None,2026-04-05T21:18:50.500203
G0011313,Anthony,Wilson,lmarshall@example.com,Other,55-64,Norwegian,1,Gold,2026-04-05T21:18:50.501348
G0011580,Ralph,Cooper,canderson@example.org,Australia,65+,Norwegian,2,Gold,2026-04-05T21:18:50.502503
G0004981,Amy,Johnson,todd48@example.com,USA,25-34,Norwegian,4,Platinum,2026-04-05T21:18:50.503641
G0008910,Ernest,Sutton,thomaslauren@example.net,Other,25-34,Norwegian,4,Gold,2026-04-05T21:18:50.504804
G0008261,Raymond,Spencer,sswanson@example.net,USA,35-44,Oceania,2,None,2026-04-05T21:18:50.505961
G0005402,Brian,Booth,jacob10@example.org,Canada,55-64,Regent,1,None,2026-04-05T21:18:50.507094
G0015316,Denise,Clark,robert83@example.org,USA,35-44,Oceania,2,Latitudes,2026-04-05T21:18:50.508228
G0014253,Christopher,Payne,david87@example.com,Canada,25-34,Norwegian,1,Platinum,2026-04-05T21:18:50.509360
G0006218,Crystal,Ward,smithmatthew@example.net,USA,55-64,Norwegian,5,None,2026-04-05T21:18:50.510541
G0001312,Susan,Lopez,mooreevan@example.com,USA,35-44,Norwegian,3,None,2026-04-05T21:18:50.511715
G0007023,Kimberly,Fisher,haroldramirez@example.org,USA,65+,Norwegian,2,Platinum,2026-04-05T21:18:50.512887
G0007152,Anthony,Oliver,khouston@example.net,Australia,55-64,Norwegian,2,Latitudes,2026-04-05T21:18:50.514036
G0005011,Kimberly,Yoder,davidwilliams@example.com,USA,65+,Norwegian,2,Latitudes,2026-04-05T21:18:50.515199
G0012660,Kayla,Smith,caitlinbarker@example.com,USA,55-64,Norwegian,2,Gold,2026-04-05T21:18:50.516364
G0013257,Nicholas,Smith,claudia76@example.org,Germany,45-54,Norwegian,3,None,2026-04-05T21:18:50.517509
G0005644,John,Henry,jenniferbryant@example.com,France,45-54,Norwegian,2,Ambassador,2026-04-05T21:18:50.518679
G0010060,Allison,Robles,jamesduke@example.net,USA,35-44,Norwegian,1,None,2026-04-05T21:18:50.519844
G0007009,Victoria,Burke,wesley18@example.org,USA,55-64,Norwegian,3,None,2026-04-05T21:18:50.520981
G0015698,Matthew,Harris,charlesashley@example.net,USA,55-64,Norwegian,2,Latitudes,2026-04-05T21:18:50.522156
G0017136,Christopher,Sullivan,stanleykelsey@example.com,Canada,65+,Norwegian,2,None,2026-04-05T21:18:50.523321
G0015968,Michelle,Soto,morganrollins@example.net,USA,45-54,Oceania,1,Ambassador,2026-04-05T21:18:50.524504
G0012348,Christopher,Anderson,wfarrell@example.com,UK,65+,Norwegian,3,None,2026-04-05T21:18:50.525654
G0011745,Jacqueline,Avila,fordnathan@example.org,Canada,35-44,Norwegian,5,None,2026-04-05T21:18:50.526819
G0002005,Elizabeth,Cruz,omorgan@example.com,UK,55-64,Norwegian,3,None,2026-04-05T21:18:50.527975
G0014988,Brandon,Campos,fullerjohn@example.org,Germany,55-64,Oceania,2,Gold,2026-04-05T21:18:50.529149
G0015798,Mary,Hunter,nharrington@example.com,USA,45-54,Norwegian,4,None,2026-04-05T21:18:50.530302
G0004534,Hayley,Marshall,michael21@example.net,Germany,35-44,Norwegian,4,Latitudes,2026-04-05T21:18:50.531452
G0010611,David,Kennedy,meganrivera@example.com,Australia,25-34,Norwegian,1,Latitudes,2026-04-05T21:18:50.532622
G0009417,Angela,Martinez,gcarpenter@example.net,USA,55-64,Norwegian,3,Latitudes,2026-04-05T21:18:50.533764
G0014237,Fred,Phillips,catherinedavis@example.org,USA,55-64,Norwegian,1,None,2026-04-05T21:18:50.534936
G0014274,Jason,Kerr,aromero@example.org,UK,45-54,Regent,1,Latitudes,2026-04-05T21:18:50.536094
G0014303,Jeremy,Moss,jesse22@example.org,Germany,55-64,Oceania,1,Gold,2026-04-05T21:18:50.537222
G0019456,Gregory,Hansen,oliviakelly@example.org,USA,45-54,Regent,4,Latitudes,2026-04-05T21:18:50.538405
G0017037,Cindy,Kirk,mdouglas@example.com,Canada,55-64,Norwegian,4,Gold,2026-04-05T21:18:50.539562
G0000218,Kaylee,Martinez,nmontes@example.com,USA,45-54,Norwegian,3,Gold,2026-04-05T21:18:50.540708
G0012294,Steve,Brennan,cooktiffany@example.net,USA,55-64,Norwegian,5,None,2026-04-05T21:18:50.541878
G0006316,Christopher,Gross,timothyrivera@example.com,USA,45-54,Oceania,3,Latitudes,2026-04-05T21:18:50.543051
G0012977,William,Diaz,dsmith@example.net,France,65+,Norwegian,2,None,2026-04-05T21:18:50.544194
G0008870,Matthew,Scott,pmunoz@example.net,UK,45-54,Norwegian,3,None,2026-04-05T21:18:50.545337
G0012028,Chris,Warren,uwoodard@example.org,Other,55-64,Norwegian,3,None,2026-04-05T21:18:50.546484
G0014283,Ellen,Gonzalez,hreese@example.org,USA,55-64,Oceania,3,None,2026-04-05T21:18:50.547644
G0000773,Kyle,Payne,millersandra@example.com,USA,35-44,Regent,3,None,2026-04-05T21:18:50.548806
G0017197,Sergio,Brown,davidpeterson@example.net,UK,65+,Norwegian,3,Gold,2026-04-05T21:18:50.549988
G0005444,Diana,Kelley,brewerjustin@example.org,UK,45-54,Oceania,2,None,2026-04-05T21:18:50.551155
G0019619,Mason,French,lvillegas@example.net,UK,25-34,Norwegian,2,Platinum,2026-04-05T21:18:50.552292
G0008601,Kelly,Ray,jonesandrea@example.net,Australia,45-54,Norwegian,1,Latitudes,2026-04-05T21:18:50.553459
G0009657,Susan,Dawson,ttapia@example.com,USA,35-44,Norwegian,1,Platinum,2026-04-05T21:18:50.554616
G0015640,April,Barry,ftate@example.com,USA,55-64,Norwegian,2,None,2026-04-05T21:18:50.555767
G0010133,Sarah,Palmer,donnamorrison@example.com,Canada,65+,Norwegian,4,Gold,2026-04-05T21:18:50.556948
G0013503,Samantha,Williams,nicholashicks@example.com,USA,55-64,Norwegian,3,None,2026-04-05T21:18:50.558122
G0006753,Mallory,Davis,riddlegabriel@example.org,Australia,25-34,Norwegian,2,None,2026-04-05T21:18:50.559294
G0018159,Carrie,Sherman,pamelapalmer@example.com,USA,25-34,Norwegian,1,Latitudes,2026-04-05T21:18:50.560478
G0004780,Carrie,Woods,markrusso@example.net,USA,35-44,Norwegian,3,Latitudes,2026-04-05T21:18:50.561660
G0019173,Sheryl,Young,lindagraves@example.com,USA,55-64,Regent,3,Gold,2026-04-05T21:18:50.562820
G0004368,Megan,Mercado,nicholerivera@example.com,Australia,25-34,Norwegian,2,Gold,2026-04-05T21:18:50.563990
G0011143,Sabrina,Cruz,sheenaleonard@example.org,UK,65+,Norwegian,1,None,2026-04-05T21:18:50.565167
G0004599,Patty,Brown,bennettsteven@example.com,USA,55-64,Norwegian,2,None,2026-04-05T21:18:50.566324
G0013867,Kimberly,Pearson,michaeljones@example.net,Germany,45-54,Norwegian,3,Gold,2026-04-05T21:18:50.567496
G0008508,Shannon,Norton,jamesgreen@example.com,UK,55-64,Norwegian,6,None,2026-04-05T21:18:50.568671
G0011204,Amanda,Carpenter,dthompson@example.com,USA,35-44,Norwegian,2,None,2026-04-05T21:18:50.569814
G0016193,Jennifer,Nguyen,ajones@example.org,France,65+,Oceania,3,None,2026-04-05T21:18:50.570967
G0001466,Jesse,Guerrero,calebanderson@example.com,USA,45-54,Norwegian,1,Latitudes,2026-04-05T21:18:50.572142
G0014878,Bryan,Francis,jessicasmith@example.com,UK,55-64,Norwegian,3,None,2026-04-05T21:18:50.573310
G0018976,Jeffery,Davis,melissaroberts@example.net,Australia,65+,Regent,3,Platinum,2026-04-05T21:18:50.574483
G0013015,William,Moore,aaronwilkinson@example.net,USA,55-64,Norwegian,3,Gold,2026-04-05T21:18:50.575654
G0010235,Marcia,Martinez,jonathan68@example.net,USA,55-64,Norwegian,2,None,2026-04-05T21:18:50.576786
G0009439,Joseph,Bennett,matthew19@example.com,USA,35-44,Norwegian,1,None,2026-04-05T21:18:50.577927
G0001840,Michael,Hayes,dtaylor@example.net,USA,55-64,Norwegian,3,None,2026-04-05T21:18:50.579075
G0011698,Deborah,Morrison,ashley76@example.com,USA,55-64,Norwegian,2,None,2026-04-05T21:18:50.580214
G0012047,Denise,Evans,barbaraharrison@example.com,USA,65+,Norwegian,6,Gold,2026-04-05T21:18:50.581388
G0011936,Laura,Dillon,morrisamanda@example.com,UK,45-54,Norwegian,5,Gold,2026-04-05T21:18:50.582565
G0001401,Raymond,Jones,pennybishop@example.net,Australia,45-54,Norwegian,2,None,2026-04-05T21:18:50.583732
G0016996,Karla,Young,anthony32@example.net,USA,65+,Norwegian,2,None,2026-04-05T21:18:50.584887
G0010220,Bradley,Mcdaniel,ykhan@example.org,Australia,35-44,Norwegian,2,Latitudes,2026-04-05T21:18:50.586042
G0010243,Kevin,Nichols,rvillarreal@example.org,USA,35-44,Norwegian,3,Gold,2026-04-05T21:18:50.587192
G0013462,Gary,Gibson,stevenmorris@example.net,Canada,45-54,Norwegian,2,Gold,2026-04-05T21:18:50.588362
G0017810,Samantha,Miller,solisdavid@example.net,Germany,45-54,Norwegian,4,None,2026-04-05T21:18:50.589541
G0012424,Christopher,Alvarez,ewhite@example.net,Germany,35-44,Oceania,4,Gold,2026-04-05T21:18:50.590698
G0001605,Grace,Smith,robertburke@example.com,USA,45-54,Norwegian,3,Gold,2026-04-05T21:18:50.591869
G0019092,Joanne,Gregory,hmoore@example.org,Canada,45-54,Norwegian,2,Latitudes,2026-04-05T21:18:50.593020
G0018933,Jennifer,Johnson,qperez@example.com,USA,45-54,Norwegian,6,Latitudes,2026-04-05T21:18:50.594165
G0003049,Luis,Collins,william27@example.com,Canada,35-44,Oceania,2,None,2026-04-05T21:18:50.595297
G0019114,Laurie,Franco,jesse24@example.com,USA,45-54,Norwegian,2,Latitudes,2026-04-05T21:18:50.596450
G0005711,Peter,Scott,lambwendy@example.org,USA,45-54,Norwegian,1,Latitudes,2026-04-05T21:18:50.597628
G0010564,Christine,Cooper,jamesweber@example.org,USA,55-64,Norwegian,2,Latitudes,2026-04-05T21:18:50.598798
G0004792,Samantha,Gilbert,clarkjeremiah@example.org,Australia,55-64,Norwegian,3,None,2026-04-05T21:18:50.599978
G0012735,Joshua,Lewis,vcollins@example.com,Australia,45-54,Norwegian,2,None,2026-04-05T21:18:50.601138
G0007688,Robert,Martin,berrywhitney@example.org,USA,25-34,Norwegian,1,None,2026-04-05T21:18:50.602300
G0006421,Heidi,Taylor,joshuawalker@example.com,USA,55-64,Norwegian,3,Latitudes,2026-04-05T21:18:50.603472
G0007632,Deborah,Turner,lnicholson@example.org,Canada,65+,Norwegian,2,Latitudes,2026-04-05T21:18:50.604627
G0001352,Lisa,Fernandez,bradleyowens@example.com,UK,55-64,Norwegian,3,Latitudes,2026-04-05T21:18:50.605800
G0001263,Jessica,Thomas,wholland@example.com,USA,65+,Norwegian,1,Platinum,2026-04-05T21:18:50.606952
G0015164,Anthony,Cabrera,jason49@example.com,UK,25-34,Norwegian,1,Latitudes,2026-04-05T21:18:50.608083
G0019907,Sharon,Marks,tvargas@example.net,USA,45-54,Norwegian,4,Latitudes,2026-04-05T21:18:50.609232
G0010743,David,Jordan,wilsonjoseph@example.org,USA,45-54,Norwegian,2,None,2026-04-05T21:18:50.610412
G0000206,Kathryn,Reynolds,williamsontimothy@example.org,USA,25-34,Norwegian,4,None,2026-04-05T21:18:50.611587
G0007997,Jason,Hughes,morriscristina@example.com,Canada,55-64,Norwegian,2,Latitudes,2026-04-05T21:18:50.612760
G0017865,Chelsea,Smith,nicole38@example.net,UK,35-44,Oceania,3,None,2026-04-05T21:18:50.613908
G0015122,Bryan,Estrada,iwright@example.com,Other,35-44,Norwegian,2,None,2026-04-05T21:18:50.615062
G0018671,Janet,Jones,romeromakayla@example.net,Canada,45-54,Norwegian,3,Latitudes,2026-04-05T21:18:50.616241
G0018991,William,Garcia,jennifer70@example.net,USA,65+,Norwegian,3,Ambassador,2026-04-05T21:18:50.617376
G0002034,Christian,Turner,natalie95@example.org,Other,55-64,Norwegian,6,Latitudes,2026-04-05T21:18:50.618529
G0015967,Christine,Sanchez,umiller@example.org,USA,35-44,Regent,3,None,2026-04-05T21:18:50.619678
G0016790,Shane,Jackson,muellerzachary@example.com,Germany,55-64,Norwegian,2,None,2026-04-05T21:18:50.620848
G0004741,Diane,Ortiz,laurenhernandez@example.org,Other,45-54,Norwegian,2,None,2026-04-05T21:18:50.622032
G0011491,Julie,Brewer,xrice@example.com,Australia,25-34,Norwegian,5,Platinum,2026-04-05T21:18:50.623180
G0017618,Jonathan,Dunn,goodwinbradley@example.net,UK,45-54,Norwegian,4,Latitudes,2026-04-05T21:18:50.624353
G0010344,Amanda,Benton,bergbecky@example.com,USA,65+,Norwegian,4,Latitudes,2026-04-05T21:18:50.625522
